productype_name,brand_name,sla_name,warranty_months,incident_type_name,service_type_name,incident_response_minutes,severity_class
Storage,NetApp,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,22,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,61,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,22,Major
Software,Veritas,24x7 4Hrs Response Time,11,General Incident,Incident,6,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Software,Incident,1,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Critical
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,3,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,55,Minor
Other,YIP,24x7 4Hrs Resolution Time,13,Maintenance System,Request,0,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,10,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,20,Major
Storage,HPE,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,0,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,4,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,803,Major
Software,Trend Micro,24x7 6Hrs Resolution Time,11,General Incident,Incident,30,Critical
Storage,NetApp,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,221,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,1,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Controller/Node Failure,Request,120,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,-1429,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,14,Minor
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,0,Cosmatic
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,10,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,70,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,105,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,5,Critical
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,105,Major
Server,DELL,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,296,Minor
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Incident,0,Major
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,14,Major
Server,Oracle,24x7 4Hrs Resolution Time,12,General Incident,Request,22,Minor
Software,Red Hat,24x7 6Hrs Resolution Time,11,General Incident,Incident,7,Major
Software,VMWare,24x7 4Hrs Resolution Time,36,Software,Incident,12,Critical
Software,Red Hat,24x7 6Hrs Resolution Time,11,General Incident,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,36,Memory Failure,Incident,0,Major
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,0,Cosmatic
Storage,Oracle,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,0,Minor
Software,VMWare,24x7 4Hrs Resolution Time,16,Software,Incident,11,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,5,Minor
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,6,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,70,Major
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,47,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,120,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,4,Hard Disk Drive Failure,Incident,8,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,42,Critical
Server,HPE,24x7 4Hrs Resolution Time,9,General Incident,Request,960,Cosmatic
Software,Red Hat,24x7 6Hrs Resolution Time,11,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,14,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,60,Minor
Storage,HPE,24x7 6Hrs Resolution Time,11,Controller/Node Failure,Incident,2,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,19,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,73,Critical
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,9,Minor
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Software,EMC,24x7 4Hrs Resolution Time,60,General Incident,Incident,59,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,68,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,10,Major
Server,HPE,24x7 6Hrs Response Time,59,General Incident,Incident,26,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,480,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,4,Hard Disk Drive Failure,Incident,22,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,307,Major
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,565,Cosmatic
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,0,Cosmatic
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,470,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,102,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,41,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,29,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,5,Critical
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,8,Critical
Server,HPE,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,8,Critical
Server,HPE,24x7 4Hrs Resolution Time,9,Memory Failure,Incident,16,Minor
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,109,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,73,Critical
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,182,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,107,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,6,Major
Software,Veeam,24x7 4Hrs Resolution Time,11,Software,Incident,10,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,438,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Request,12,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Incident,140,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,20,Major
Storage,YIP,24x7 6Hrs Resolution Time,5752,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,Network Card Failure,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,60,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Power Supply Failure,Incident,39,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,72,Major
Storage,NetApp,24x7 4Hrs Response Time,12,General Incident,Incident,0,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Request,13,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,Hard Disk Drive Failure,Incident,4,Critical
Software,Red Hat,24x7 4Hrs Resolution Time,11,Software,Incident,13,Major
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,18,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Network Card Failure,Incident,64,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,184,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,36,General Incident,Request,14,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,17,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,960,Major
Software,VMWare,24x7 4Hrs Resolution Time,36,General Incident,Incident,19,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,26,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,80,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,7,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,17,Minor
Software,VMWare,24x7 4Hrs Resolution Time,16,Software,Incident,6,Major
Storage,YIP,24x7 6Hrs Resolution Time,5752,Other Failure,Incident,0,Minor
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,649,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,622,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,87,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,22,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,17,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,59,Cosmatic
Other,YIP,24x7 4Hrs Resolution Time,9,System Board Failure,Incident,20,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,50,Minor
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,50,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,60,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,30,Major
Server,HPE,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,7,Critical
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,60,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Request,10,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,20,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,0,Critical
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,0,Critical
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,520,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,55,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,141,Critical
Server,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,36,Minor
Other,YIP,24x7 4Hrs Resolution Time,11,General Incident,Incident,240,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,10,Critical
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,48,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,21,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,132,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,3,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,31,Major
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Incident,1048,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,53,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,23,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,58,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,31,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,1,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,5,Hard Disk Drive Failure,Incident,14,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,525,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,16,Major
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,63,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Request,70,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,1,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,1,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,58,Minor
Software,Veritas,24x7 4Hrs Response Time,11,General Incident,Request,325,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,36,Controller/Node Failure,Incident,0,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,37,Major
Storage,YIP,24x7 6Hrs Resolution Time,5755,Software,Incident,27,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,691,Major
Storage,HPE,24x7 4Hrs Response Time,60,Configuration Change,Request,120,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Battery Failure,Incident,730,Critical
Software,VMWare,24x7 4Hrs Resolution Time,36,Software,Incident,10,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,Controller/Node Failure,Incident,16,Major
Software,VMWare,24x7 4Hrs Response Time,60,Software,Incident,50,Major
Server,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,0,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Software,Incident,0,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,40,Major
Other,YIP,24x7 4Hrs Resolution Time,11,Configuration Change,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,14,Critical
Software,Veeam,24x7 4Hrs Resolution Time,11,Software,Incident,7,Major
Hardware,DELL,24x7 4Hrs Resolution Time,12,General Incident,Incident,48,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,8,Minor
Software,VMWare,24x7 4Hrs Resolution Time,36,Configuration Change,Request,1,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,26,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Configuration Change,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,7,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,System Board Failure,Incident,0,Major
Server,IBM,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,91,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,86,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,11,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Switch,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Software,Veeam,24x7 4Hrs Resolution Time,36,Software,Incident,0,Cosmatic
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Request,60,Cosmatic
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,8,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,19,Minor
Storage,NetApp,24x7 4Hrs Response Time,12,Hard Disk Drive Failure,Incident,79,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,12,General Incident,Incident,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,12,Hard Disk Drive Failure,Incident,836,Major
Software,VMWare,24x7 4Hrs Resolution Time,36,Configuration Change,Request,1,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,12,Hard Disk Drive Failure,Incident,264,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,10,Critical
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,84,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,184,Cosmatic
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,5,Minor
Server,HPE,24x7 4Hrs Resolution Time,36,Network Card Failure,Incident,15,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,12,Minor
Software,VMWare,24x7 4Hrs Resolution Time,7,Software,Incident,7,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,36,General Incident,Incident,77,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Minor
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,Configuration Change,Request,12,Minor
Storage,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,3,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,224,Minor
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,5,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,6,Critical
Server,HPE,24x7 4Hrs Resolution Time,36,Network Card Failure,Incident,13,Major
Software,Red Hat,24x7 4Hrs Resolution Time,11,Software,Incident,11,Minor
Software,VMWare,24x7 4Hrs Resolution Time,7,Software,Incident,13,Major
Software,VMWare,24x7 4Hrs Resolution Time,16,Software,Incident,9,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,12,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,14,Major
Software,VMWare,24x7 4Hrs Resolution Time,36,Software,Request,0,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,180,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,54,General Incident,Incident,-53,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,60,General Incident,Incident,13,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,60,Memory Failure,Incident,3,Minor
Storage,HPE,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,36,Configuration Change,Request,8,Minor
Storage,HPE,24x7 4Hrs Resolution Time,36,General Incident,Request,59,Cosmatic
Server,Oracle,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,15,Hard Disk Drive Failure,Incident,24,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,5,Minor
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,8,Major
Storage,NetApp,24x7 6Hrs Resolution Time,54,OS / Firmware,Incident,297,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Request,8,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,-1430,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,54,General Incident,Request,12,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,16,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Request,8,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,15,Hard Disk Drive Failure,Incident,8,Minor
Software,VMWare,24x7 4Hrs Resolution Time,7,Software,Incident,15,Minor
Hardware,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,40,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,7,Major
Software,NetApp,24x7 6Hrs Resolution Time,24,General Incident,Request,132,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,11,General Incident,Incident,7,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,4,Controller/Node Failure,Incident,0,Critical
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Incident,0,Major
Other,YIP,24x7 4Hrs Resolution Time,11,General Incident,Incident,105,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,21,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,10,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Request,2,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Request,0,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,7,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,10,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Memory Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,5,Minor
Storage,HPE,24x7 4Hrs Response Time,60,Controller/Node Failure,Incident,8,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,35,Cosmatic
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Request,13,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Network Card Failure,Incident,74,Critical
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,20,Minor
Other,YIP,24x7 4Hrs Resolution Time,12,Maintenance System,Request,0,Cosmatic
Other,YIP,24x7 4Hrs Resolution Time,13,General Incident,Incident,0,Critical
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Network Card Failure,Incident,48,Major
Server,HPE,9x5xNBD 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,270,Minor
Server,Oracle,24x7 4Hrs Resolution Time,11,Maintenance System,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,0,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,32,Major
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Incident,101,Critical
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,337,Minor
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,29,Minor
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,184,Cosmatic
Storage,YIP,24x7 6Hrs Resolution Time,5755,General Incident,Incident,154,Major
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,7,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,26,Minor
Server,HPE,24x7 4Hrs Resolution Time,11,Maintenance System,Request,120,Cosmatic
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,4,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,20,Major
Server,DELL,24x7 6Hrs Resolution Time,11,General Incident,Incident,389,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,System Board Failure,Incident,0,Critical
Server,HPE,24x7 4Hrs Resolution Time,36,Network Card Failure,Request,745,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,4,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Network Cable Failure,Incident,5,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,18,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,6,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,16,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,14,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,21,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,13,Major
Storage,NetApp,24x7 6Hrs Resolution Time,4,Hard Disk Drive Failure,Incident,12,Minor
Software,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,29,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,9,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,17,Major
Storage,HPE,24x7 4Hrs Resolution Time,13,Power Supply Failure,Incident,0,Minor
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Incident,146,Major
Server,HPE,24x7 4Hrs Resolution Time,36,Network Card Failure,Request,745,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,6,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,System Board Failure,Incident,26,Major
Storage,NetApp,24x7 4Hrs Response Time,24,Software,Request,10,Minor
Hardware,HPE,24x7 4Hrs Response Time,60,Network Card Failure,Incident,10,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,5,Minor
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,5,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Request,26,Minor
Storage,NetApp,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,59,Major
Other,YIP,24x7 4Hrs Resolution Time,36,Maintenance System,Request,0,Cosmatic
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Software,NetApp,24x7 4Hrs Response Time,24,Power Supply Failure,Incident,308,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,87,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,5,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,1427,Major
Storage,NetApp,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Minor
