id,severity_id,severity_name,count_detail,sla,product_type,brand,service_type,incident_type,open_datetime,close_datetime,response_datetime,resolved_datetime,updated_at,imported_at
2125,2,Major,3,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,2023-01-11 15:21:00,2023-01-12 17:25:00,2023-01-11 15:27:00,2023-01-12 17:25:00,2023-01-16 14:05:29,2023-02-22 16:41:28.740783
2120,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2023-01-11 10:28:00,2023-01-12 17:00:00,2023-01-11 10:33:00,2023-01-12 17:00:00,2023-01-12 10:13:52,2023-02-22 16:41:28.740783
2118,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2023-01-11 10:27:00,2023-01-11 17:00:00,2023-01-11 10:32:00,2023-01-11 17:00:00,2023-01-12 10:15:44,2023-02-22 16:41:28.740783
2121,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2023-01-11 10:28:00,2023-01-11 23:59:00,2023-01-11 10:33:00,2023-01-11 23:59:00,2023-01-12 10:16:57,2023-02-22 16:41:28.740783
2117,2,Major,2,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2023-01-11 10:27:00,2023-01-12 16:26:00,2023-01-11 10:30:00,2023-01-12 16:26:00,2023-01-12 00:19:25,2023-02-22 16:41:28.740783
2127,2,Major,3,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,General Incident,2023-01-11 15:47:00,2023-01-12 20:32:00,2023-01-11 15:55:00,2023-01-12 20:32:00,2023-01-12 21:28:20,2023-02-22 16:41:28.740783
2251,3,Minor,4,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2023-01-11 10:58:00,2023-01-12 14:26:00,2023-01-11 11:40:00,2023-01-12 11:28:00,2023-02-07 17:01:05,2023-02-22 16:41:28.740783
2177,4,Cosmatic,1,24x7 4Hrs Resolution Time,Software,VMWare,Request,Software,2023-01-11 11:37:00,2023-01-12 09:00:00,2023-01-11 11:43:00,2023-01-12 09:00:00,2023-01-19 11:46:40,2023-02-22 16:41:28.740783
2164,4,Cosmatic,1,24x7 4Hrs Response Time,Software,Trend Micro,Request,Configuration Change,2023-01-11 10:56:00,2023-01-11 15:00:00,2023-01-11 10:57:00,2023-01-11 15:00:00,2023-01-17 11:57:49,2023-02-22 16:41:28.740783
2110,3,Minor,2,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2023-01-02 20:49:00,2023-01-04 11:40:00,2023-01-02 21:05:00,2023-01-03 11:40:00,2023-01-10 11:40:50,2023-02-22 16:41:28.740783
2056,2,Major,14,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2023-01-02 01:59:00,2023-01-09 10:33:00,2023-01-02 02:06:00,2023-01-09 10:33:00,2023-01-09 13:28:36,2023-02-22 16:41:28.740783
2176,2,Major,1,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,2023-01-19 08:37:00,2023-01-20 16:00:00,2023-01-19 08:49:00,2023-01-20 16:00:00,2023-01-22 08:31:23,2023-02-22 16:41:28.740783
2181,2,Major,1,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,2023-01-19 11:28:00,2023-01-19 12:34:00,2023-01-19 11:29:00,2023-01-19 12:34:00,2023-01-31 09:55:39,2023-02-22 16:41:28.740783
2180,2,Major,3,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Controller/Node Failure,2023-01-19 10:38:00,2023-01-20 14:25:00,2023-01-19 10:49:00,2023-01-19 15:00:00,2023-01-20 14:28:29,2023-02-22 16:41:28.740783
2192,2,Major,5,24x7 4Hrs Response Time,Storage,NetApp,Incident,Controller/Node Failure,2023-01-19 21:11:00,2023-01-20 17:37:00,2023-01-19 21:27:00,2023-01-20 17:37:00,2023-01-23 19:50:40,2023-02-22 16:41:28.740783
2191,3,Minor,2,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2023-01-19 08:30:00,2023-01-19 10:11:00,2023-01-19 08:37:00,2023-01-19 10:11:00,2023-01-23 19:40:06,2023-02-22 16:41:28.740783
2203,4,Cosmatic,1,24x7 4Hrs Resolution Time,Switch,Cisco,Request,Report,2023-01-19 12:00:00,2023-01-19 13:00:00,2023-01-19 12:00:00,2023-01-19 13:00:00,2023-01-24 10:52:59,2023-02-22 16:41:28.740783
653,3,Minor,1,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,2021-03-01 14:00:00,2021-03-01 15:04:00,2021-03-01 14:10:00,2021-03-01 15:00:00,2022-05-10 01:18:38,2023-02-22 16:41:28.740783
654,3,Minor,1,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,2021-03-01 15:00:00,2021-03-01 22:49:00,2021-03-01 15:05:00,2021-03-01 16:00:00,2022-05-10 01:27:04,2023-02-22 16:41:28.740783
2226,2,Major,2,24x7 4Hrs Response Time,Server,HPE,Incident,Memory Failure,2023-01-29 11:10:00,2023-01-29 18:00:00,2023-01-29 11:30:00,2023-01-29 18:00:00,2023-01-30 14:06:59,2023-02-22 16:41:28.740783
1519,1,Critical,1,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,2022-09-28 03:05:00,2022-09-28 06:09:00,2022-09-28 03:05:00,2022-09-28 06:09:00,2022-09-30 12:04:09,2023-02-22 16:41:28.740783
1521,2,Major,2,24x7 4Hrs Response Time,Server,HPE,Incident,General Incident,2022-09-28 11:05:00,2022-09-28 19:00:00,2022-09-28 11:10:00,2022-09-28 19:00:00,2022-09-30 12:38:50,2023-02-22 16:41:28.740783
1525,2,Major,2,24x7 4Hrs Response Time,Server,HPE,Incident,General Incident,2022-09-28 06:00:00,2022-10-02 12:00:00,2022-09-28 07:00:00,2022-10-02 12:00:00,2022-10-04 13:04:00,2023-02-22 16:41:28.740783
1620,2,Major,1,24x7 6Hrs Resolution Time,Server,HPE,Incident,Cache Battery Failure,2022-09-28 17:49:00,2022-09-28 22:00:00,2022-09-28 18:00:00,2022-09-28 22:00:00,2022-10-05 17:15:36,2023-02-22 16:41:28.740783
1524,3,Minor,4,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2022-09-28 00:17:00,2022-10-03 12:54:00,2022-09-28 09:25:00,2022-10-03 10:02:00,2022-10-03 18:45:52,2023-02-22 16:41:28.740783
1616,4,Cosmatic,1,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,2022-09-28 08:34:00,2022-09-28 17:00:00,2022-09-28 09:00:00,2022-09-28 17:00:00,2022-10-01 20:19:35,2023-02-22 16:41:28.740783
2299,2,Major,1,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,2023-02-06 14:10:00,2023-02-06 14:20:00,2023-02-06 14:10:00,2023-02-06 14:20:00,2023-02-14 10:06:40,2023-02-22 16:41:28.740783
2298,2,Major,1,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,2023-02-06 13:34:00,2023-02-06 14:00:00,2023-02-06 13:35:00,2023-02-06 14:00:00,2023-02-14 09:51:38,2023-02-22 16:41:28.740783
2256,2,Major,1,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,2023-02-06 10:00:00,2023-02-08 13:00:00,2023-02-06 10:05:00,2023-02-08 09:30:00,2023-02-14 11:59:41,2023-02-22 16:41:28.740783
2257,2,Major,1,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Hard Disk Drive Failure,2023-02-06 10:00:00,2023-02-08 13:00:00,2023-02-06 10:05:00,2023-02-08 09:30:00,2023-02-14 12:00:15,2023-02-22 16:41:28.740783
2263,4,Cosmatic,2,24x7 4Hrs Response Time,Software,Trend Micro,Request,Configuration Change,2023-02-06 12:29:00,2023-02-06 18:00:00,2023-02-06 12:35:00,2023-02-06 18:00:00,2023-02-07 14:38:47,2023-02-22 16:41:28.740783
655,3,Minor,1,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2021-03-03 13:00:00,2021-03-03 18:00:00,2021-03-03 13:05:00,2021-03-03 17:38:00,2022-05-10 01:44:41,2023-02-22 16:41:28.740783
656,3,Minor,2,24x7 4Hrs Response Time,Storage,NetApp,Request,Software,2021-03-03 17:25:00,2021-10-03 23:40:00,2021-03-03 17:30:00,2021-10-03 23:36:00,2022-05-10 01:59:35,2023-02-22 16:41:28.740783
1545,2,Major,1,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-09-13 21:31:00,2022-09-14 04:00:00,2022-09-13 22:00:00,2022-09-14 04:00:00,2022-10-01 18:00:57,2023-02-22 16:41:28.740783
1434,3,Minor,3,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-09-13 11:29:00,2022-09-13 13:59:00,2022-09-13 13:03:00,2022-09-13 13:59:00,2022-09-13 14:51:46,2023-02-22 16:41:28.740783
1436,3,Minor,4,24x7 6Hrs Response Time,Server,HPE,Request,General Incident,2022-09-13 14:27:00,2022-09-29 22:00:00,2022-09-13 14:27:00,2022-09-29 22:00:00,2022-09-30 12:11:25,2023-02-22 16:41:28.740783
1435,3,Minor,4,24x7 6Hrs Response Time,Server,HPE,Request,General Incident,2022-09-13 14:27:00,2022-09-23 22:00:00,2022-09-13 14:27:00,2022-09-23 22:00:00,2022-09-28 12:57:13,2023-02-22 16:41:28.740783
1794,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,YIP,Request,General Incident,2022-09-13 15:00:00,2022-09-13 21:00:00,2022-09-13 15:00:00,2022-09-13 21:00:00,2022-11-09 14:58:44,2023-02-22 16:41:28.740783
1729,2,Major,2,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Other Failure,2022-10-21 10:00:00,2022-10-22 00:30:00,2022-10-21 10:05:00,2022-10-21 23:30:00,2022-10-27 11:42:12,2023-02-22 16:41:28.740783
1712,2,Major,4,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2022-10-21 12:57:00,2022-10-21 19:01:00,2022-10-21 13:06:00,2022-10-21 19:01:00,2022-10-24 11:28:30,2023-02-22 16:41:28.740783
1724,3,Minor,2,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-10-21 17:24:00,2022-10-21 18:56:00,2022-10-21 17:27:00,2022-10-21 18:56:00,2022-10-26 12:44:26,2023-02-22 16:41:28.740783
1717,3,Minor,1,24x7 4Hrs Resolution Time,Storage,NetApp,Request,Report,2022-10-21 22:00:00,2022-10-23 02:00:00,2022-10-21 22:00:00,2022-10-23 02:00:00,2022-10-25 11:03:07,2023-02-22 16:41:28.740783
1801,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,YIP,Request,General Incident,2022-10-21 16:00:00,2022-10-21 23:59:00,2022-10-21 16:00:00,2022-10-21 23:59:00,2022-11-09 16:38:29,2023-02-22 16:41:28.740783
1894,4,Cosmatic,1,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,2022-10-21 08:20:00,2022-10-21 17:00:00,2022-10-21 09:00:00,2022-10-21 17:00:00,2022-11-23 08:02:50,2023-02-22 16:41:28.740783
864,2,Major,1,24x7 4Hrs Response Time,Software,Veritas,Incident,Software,2022-05-28 14:38:00,2022-05-28 17:00:00,2022-05-28 15:00:00,2022-05-28 17:00:00,2022-06-06 21:19:20,2023-02-22 16:41:28.740783
812,2,Major,1,24x7 4Hrs Response Time,Server,HPE,Incident,Network Card Failure,2022-05-28 08:50:00,2022-05-28 15:00:00,2022-05-28 09:00:00,2022-05-28 15:00:00,2022-05-29 22:39:30,2023-02-22 16:41:28.740783
840,4,Cosmatic,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Maintenance System,2022-05-28 07:00:00,2022-05-28 17:00:00,2022-05-28 09:00:00,2022-05-28 17:00:00,2022-05-31 11:12:36,2023-02-22 16:41:28.740783
837,4,Cosmatic,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Maintenance System,2022-05-28 06:49:00,2022-05-28 17:00:00,2022-05-28 09:00:00,2022-05-28 17:00:00,2022-05-31 12:39:57,2023-02-22 16:41:28.740783
841,4,Cosmatic,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Maintenance System,2022-05-28 07:00:00,2022-05-28 17:00:00,2022-05-28 09:00:00,2022-05-28 17:00:00,2022-05-31 11:18:42,2023-02-22 16:41:28.740783
838,4,Cosmatic,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Maintenance System,2022-05-28 07:00:00,2022-05-28 17:00:00,2022-05-28 09:00:00,2022-05-28 17:00:00,2022-05-31 12:45:34,2023-02-22 16:41:28.740783
2051,2,Major,1,24x7 4Hrs Resolution Time,Software,VMWare,Incident,General Incident,2022-12-24 14:38:00,2022-12-25 08:00:00,2022-12-24 14:52:00,2022-12-25 08:00:00,2022-12-29 10:21:10,2023-02-22 16:41:28.740783
2050,2,Major,1,24x7 4Hrs Resolution Time,Software,VMWare,Incident,Other Failure,2022-12-24 12:31:00,2022-12-29 14:30:00,2022-12-24 12:39:00,2022-12-24 14:30:00,2022-12-29 09:56:19,2023-02-22 16:41:28.740783
2042,2,Major,1,24x7 4Hrs Response Time,Software,Veritas,Incident,Software,2022-12-24 16:30:00,2022-12-24 20:00:00,2022-12-24 16:45:00,2022-12-24 20:00:00,2022-12-26 21:33:02,2023-02-22 16:41:28.740783
1763,2,Major,4,24x7 4Hrs Response Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2022-11-03 05:13:00,2022-11-03 09:23:00,2022-11-03 06:00:00,2022-11-03 09:23:00,2022-11-03 20:08:03,2023-02-22 16:41:28.740783
1769,3,Minor,2,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-11-03 18:56:00,2022-11-04 12:03:00,2022-11-04 08:22:00,2022-11-04 09:05:00,2022-11-06 10:38:43,2023-02-22 16:41:28.740783
1902,3,Minor,1,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-11-03 10:31:00,2022-11-03 15:00:00,2022-11-03 11:00:00,2022-11-03 15:00:00,2022-11-23 08:22:06,2023-02-22 16:41:28.740783
1873,4,Cosmatic,1,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,Other Failure,2022-11-03 08:30:00,2022-11-03 10:30:00,2022-11-03 08:30:00,2022-11-03 10:30:00,2022-11-21 16:10:06,2023-02-22 16:41:28.740783
1783,4,Cosmatic,4,24x7 4Hrs Resolution Time,Software,VMWare,Request,Software,2022-11-03 09:34:00,2022-11-18 14:15:00,2022-11-03 09:42:00,2022-11-17 16:00:00,2022-11-18 14:21:25,2023-02-22 16:41:28.740783
2242,2,Major,2,24x7 4Hrs Resolution Time,Server,HPE,Incident,Hard Disk Drive Failure,2023-02-04 07:50:00,2023-02-04 15:00:00,2023-02-04 08:30:00,2023-02-04 15:00:00,2023-02-06 19:23:28,2023-02-22 16:41:28.740783
2261,2,Major,3,24x7 6Hrs Resolution Time,Storage,HPE,Incident,Power Supply Failure,2023-02-04 13:59:00,2023-02-05 15:30:00,2023-02-04 14:04:00,2023-02-05 15:30:00,2023-02-07 13:41:00,2023-02-22 16:41:28.740783
4,2,Major,1,24x7 4Hrs Response Time,Server,HPE,Incident,General Incident,2022-01-09 18:19:00,2022-01-09 23:59:00,2022-01-09 18:27:00,2022-01-09 23:59:00,2022-04-04 15:17:17,2023-02-22 16:41:28.740783
2045,2,Major,2,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-12-27 10:36:00,2022-12-27 16:00:00,2022-12-27 10:44:00,2022-12-27 16:00:00,2022-12-27 15:57:40,2023-02-22 16:41:28.740783
2046,2,Major,9,24x7 4Hrs Resolution Time,Server,Oracle,Incident,General Incident,2022-12-27 09:22:00,2022-12-27 15:45:00,2022-12-27 09:29:00,2022-12-27 15:45:00,2023-02-07 13:34:22,2023-02-22 16:41:28.740783
2069,2,Major,1,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2022-12-27 09:20:00,2022-12-28 08:00:00,2022-12-27 09:40:00,2022-12-28 08:00:00,2023-01-04 11:49:19,2023-02-22 16:41:28.740783
2048,3,Minor,3,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2022-12-27 08:31:00,2022-12-27 15:56:00,2022-12-27 08:48:00,2022-12-27 15:56:00,2023-01-04 12:58:05,2023-02-22 16:41:28.740783
2047,3,Minor,3,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2022-12-27 12:32:00,2022-12-27 23:00:00,2022-12-27 12:39:00,2022-12-27 23:00:00,2022-12-28 13:14:53,2023-02-22 16:41:28.740783
380,1,Critical,1,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,2022-03-23 17:49:00,2022-03-23 23:00:00,2022-03-23 18:00:00,2022-03-23 23:00:00,2022-04-12 16:29:41,2023-02-22 16:41:28.740783
35,3,Minor,1,24x7 6Hrs Resolution Time,Software,VMWare,Incident,General Incident,2022-03-23 09:29:00,2022-03-23 12:07:00,2022-03-23 09:29:00,2022-03-23 11:57:00,2022-03-29 11:22:00,2023-02-22 16:41:28.740783
41,3,Minor,1,24x7 6Hrs Resolution Time,Software,VMWare,Incident,General Incident,2022-03-23 18:01:00,2022-03-24 13:31:00,2022-03-24 10:50:00,2022-03-24 13:31:00,2022-03-29 13:20:21,2023-02-22 16:41:28.740783
316,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,NetApp,Request,General Incident,2022-03-23 08:15:00,2022-03-24 11:41:00,2022-03-23 08:15:00,2022-03-24 11:41:00,2022-10-10 19:57:54,2023-02-22 16:41:28.740783
314,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,NetApp,Request,General Incident,2022-03-23 19:45:00,2022-03-24 12:18:00,2022-03-23 19:57:00,2022-03-24 12:18:00,2022-10-10 19:58:28,2023-02-22 16:41:28.740783
318,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,NetApp,Request,General Incident,2022-03-23 11:59:00,2022-03-23 22:00:00,2022-03-23 11:59:00,2022-03-23 22:00:00,2022-10-10 19:58:19,2023-02-22 16:41:28.740783
317,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,NetApp,Request,General Incident,2022-03-23 10:50:00,2022-03-23 22:14:00,2022-03-23 20:15:00,2022-03-23 22:14:00,2022-10-10 19:58:06,2023-02-22 16:41:28.740783
254,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2022-03-23 10:50:00,2022-03-23 22:14:00,2022-03-23 10:50:00,2022-03-23 22:14:00,2022-04-05 02:06:09,2023-02-22 16:41:28.740783
697,3,Minor,1,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,2021-04-23 15:14:00,2021-04-23 17:10:00,2021-04-23 16:00:00,2021-04-23 17:07:00,2022-05-11 00:53:41,2023-02-22 16:41:28.740783
392,3,Minor,1,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,2022-04-17 17:12:00,2022-04-17 20:00:00,2022-04-17 17:35:00,2022-04-17 19:30:00,2022-04-18 22:13:11,2023-02-22 16:41:28.740783
394,3,Minor,1,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,2022-04-17 17:12:00,2022-04-17 20:00:00,2022-04-17 17:35:00,2022-04-17 19:30:00,2022-04-18 22:42:11,2023-02-22 16:41:28.740783
396,3,Minor,1,24x7 4Hrs Resolution Time,Server,HPE,Request,General Incident,2022-04-17 17:12:00,2022-04-17 20:00:00,2022-04-17 17:35:00,2022-04-17 19:30:00,2022-04-18 22:48:03,2023-02-22 16:41:28.740783
2211,2,Major,2,24x7 4Hrs Resolution Time,Storage,HPE,Incident,General Incident,2023-01-25 15:24:00,2023-01-25 16:06:00,2023-01-25 15:28:00,2023-01-25 16:06:00,2023-01-26 17:00:06,2023-02-22 16:41:28.740783
2210,2,Major,1,24x7 4Hrs Resolution Time,Software,Oracle,Incident,General Incident,2023-01-25 11:20:00,2023-01-25 23:25:00,2023-01-25 11:35:00,2023-01-25 11:35:00,2023-01-26 11:26:45,2023-02-22 16:41:28.740783
2212,2,Major,8,8x5 4Hrs Response Time,Switch,Cisco,Incident,Network Adapter Failure,2023-01-25 10:47:00,2023-01-27 19:42:00,2023-01-25 10:52:00,2023-01-25 23:30:00,2023-01-30 08:53:39,2023-02-22 16:41:28.740783
692,3,Minor,1,24x7 4Hrs Response Time,Storage,NetApp,Request,Configuration Change,2021-03-23 14:24:00,2021-03-24 04:25:00,2021-03-23 15:00:00,2021-03-24 04:20:00,2022-05-10 23:29:40,2023-02-22 16:41:28.740783
1925,4,Cosmatic,1,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2022-09-29 10:23:00,2022-09-29 17:00:00,2022-09-29 10:23:00,2022-09-29 10:23:00,2022-11-29 11:02:37,2023-02-22 16:41:28.740783
1526,2,Major,1,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,General Incident,2022-09-29 12:02:00,2022-09-29 13:39:00,2022-09-29 12:08:00,2022-09-29 13:39:00,2022-09-30 12:00:31,2023-02-22 16:41:28.740783
1621,2,Major,1,24x7 6Hrs Resolution Time,Server,HPE,Incident,Cache Battery Failure,2022-09-29 16:49:00,2022-09-29 22:00:00,2022-09-29 18:00:00,2022-09-29 22:00:00,2022-10-05 17:16:29,2023-02-22 16:41:28.740783
1522,2,Major,4,24x7 4Hrs Response Time,Server,HPE,Incident,Memory Failure,2022-09-29 00:30:00,2022-09-29 18:15:00,2022-09-29 00:35:00,2022-09-29 18:15:00,2022-09-29 18:41:55,2023-02-22 16:41:28.740783
1554,2,Major,1,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-09-29 16:21:00,2022-09-30 03:00:00,2022-09-29 17:00:00,2022-09-30 03:00:00,2022-10-01 18:46:49,2023-02-22 16:41:28.740783
467,3,Minor,2,24x7 4Hrs Response Time,Storage,NetApp,Request,Configuration Change,2022-04-05 16:08:00,2022-04-26 23:00:00,2022-04-05 16:20:00,2022-04-25 17:30:00,2022-05-01 22:58:43,2023-02-22 16:41:28.740783
330,4,Cosmatic,1,24x7 6Hrs Resolution Time,Software,VMWare,Request,General Incident,2022-04-05 17:32:00,2022-04-05 21:21:00,2022-04-05 17:32:00,2022-04-05 21:21:00,2022-10-10 19:59:58,2023-02-22 16:41:28.740783
334,4,Cosmatic,1,24x7 6Hrs Resolution Time,Software,VMWare,Request,General Incident,2022-04-05 13:00:00,2022-04-05 19:49:00,2022-04-05 13:05:00,2022-04-05 19:49:00,2022-10-10 19:59:45,2023-02-22 16:41:28.740783
327,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,Network Card Failure,2022-04-05 12:42:00,2022-04-05 13:46:00,2022-04-05 13:46:00,2022-04-05 13:46:00,2022-04-12 07:37:18,2023-02-22 16:41:28.740783
551,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,Network Card Failure,2022-04-05 11:54:00,2022-04-05 13:46:00,2022-04-05 12:42:00,2022-04-05 13:46:00,2022-05-03 14:10:25,2023-02-22 16:41:28.740783
462,2,Major,2,24x7 4Hrs Resolution Time,Server,HPE,Incident,Network Card Failure,2022-04-05 20:42:00,2022-04-06 15:00:00,2022-04-05 20:55:00,2022-04-06 15:00:00,2022-04-27 12:22:01,2023-02-22 16:41:28.740783
331,3,Minor,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,Memory Failure,2022-04-05 10:44:00,2022-04-05 15:00:00,2022-04-05 11:00:00,2022-04-05 15:00:00,2022-04-12 09:03:28,2023-02-22 16:41:28.740783
461,3,Minor,1,24x7 4Hrs Resolution Time,Software,Red Hat,Incident,Software,2022-04-05 10:09:00,2022-04-05 13:41:00,2022-04-05 10:20:00,2022-04-05 13:41:00,2022-04-27 12:22:20,2023-02-22 16:41:28.740783
1215,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Software,2022-07-31 17:29:00,2022-07-31 23:59:00,2022-07-31 18:00:00,2022-07-31 23:59:00,2022-08-02 11:41:22,2023-02-22 16:41:28.740783
395,3,Minor,2,24x7 4Hrs Response Time,Storage,NetApp,Request,OS / Firmware,2022-04-07 09:02:00,2022-04-12 14:00:00,2022-04-07 09:10:00,2022-04-12 14:00:00,2022-05-01 22:22:49,2023-02-22 16:41:28.740783
332,3,Minor,1,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Hard Disk Drive Failure,2022-04-07 16:11:00,2022-04-07 23:00:00,2022-04-07 18:00:00,2022-04-07 23:00:00,2022-04-12 09:09:50,2023-02-22 16:41:28.740783
384,3,Minor,1,24x7 4Hrs Resolution Time,Other,YIP,Incident,General Incident,2022-04-07 14:00:00,2022-04-07 21:59:00,2022-04-07 18:00:00,2022-04-07 21:00:00,2022-11-07 16:42:13,2023-02-22 16:41:28.740783
358,4,Cosmatic,4,24x7 6Hrs Resolution Time,Software,YIP,Request,General Incident,2022-04-07 18:51:00,2022-04-27 11:55:00,2022-04-07 19:00:00,2022-04-27 11:55:00,2022-10-10 20:00:11,2023-02-22 16:41:28.740783
147,2,Major,1,24x7 4Hrs Response Time,Server,HPE,Incident,Network Card Failure,2022-01-01 22:45:00,2022-01-02 15:00:00,2022-01-01 23:30:00,2022-01-02 15:00:00,2022-04-02 23:29:54,2023-02-22 16:41:28.740783
481,1,Critical,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-01-01 19:53:00,2022-01-02 15:25:00,2022-01-01 19:59:00,2022-01-02 15:25:00,2022-04-27 11:34:31,2023-02-22 16:41:28.740783
1,3,Minor,1,24x7 6Hrs Resolution Time,Software,YIP,Incident,Software,2022-01-01 15:55:00,2022-02-15 15:56:00,2022-01-01 15:56:00,2022-02-15 15:56:00,2022-08-23 17:35:11,2023-02-22 16:41:28.740783
1271,3,Minor,1,24x7 4Hrs Response Time,Software,Trend Micro,Incident,Software,2022-08-09 21:01:00,2022-08-09 22:33:00,2022-08-09 21:19:00,2022-08-09 22:33:00,2022-08-10 09:45:09,2023-02-22 16:41:28.740783
1283,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Software,2022-08-09 17:00:00,2022-08-09 23:59:00,2022-08-09 18:00:00,2022-08-09 23:59:00,2022-11-07 16:50:46,2023-02-22 16:41:28.740783
1270,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-08-09 15:21:00,2022-08-09 23:00:00,2022-08-09 15:32:00,2022-08-09 23:00:00,2022-08-10 00:07:23,2023-02-22 16:41:28.740783
1293,2,Major,2,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,System Board Failure,2022-08-09 09:00:00,2022-08-09 12:00:00,2022-08-09 09:00:00,2022-08-09 12:00:00,2022-11-14 16:03:37,2023-02-22 16:41:28.740783
630,2,Major,1,24x7 4Hrs Resolution Time,Other,YIP,Incident,General Incident,2022-05-05 16:15:00,2022-05-05 21:00:00,2022-05-05 18:00:00,2022-05-05 21:00:00,2022-05-09 18:06:43,2023-02-22 16:41:28.740783
568,2,Major,19,24x7 4Hrs Response Time,Other,Veritas,Incident,Backup Failure,2022-05-05 14:43:00,2022-06-02 15:00:00,2022-05-05 14:50:00,2022-05-27 09:04:00,2022-09-22 15:42:57,2023-02-22 16:41:28.740783
563,2,Major,0,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-05-05 11:39:00,2022-05-05 16:30:00,2022-05-05 11:52:00,2022-05-05 16:30:00,2022-05-05 16:40:22,2023-02-22 16:41:28.740783
566,2,Major,0,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-05-05 11:41:00,2022-05-05 21:00:00,2022-05-05 11:59:00,2022-05-05 21:00:00,2022-05-05 21:38:16,2023-02-22 16:41:28.740783
